id,node,status,type,p_specified,q_specified
4553,552,1,0,910652.9083050465,210616.0825107544
4554,553,1,0,1077879.545795245,216170.68389691846
4555,554,1,0,901624.6094183902,206167.43155322367
4556,555,1,0,957285.0317784713,182795.17919413172
4557,556,1,0,920751.2911878102,182669.32285413574
4558,557,1,0,1010053.516525091,192275.0265636635
4559,558,1,0,933255.4319797204,185819.04567735596
4560,559,1,0,1067882.1866575945,180902.02986773002
4561,560,1,0,999051.4701079963,182909.65518927752
4562,561,1,0,929190.5589533712,198611.75854647582
4563,562,1,0,941379.5832260958,205467.78605850026
4564,563,1,0,975796.6082622189,211379.18954724012
4565,564,1,0,1031578.9264799637,219116.59644659958
4566,565,1,0,971407.2795900994,197846.14566698868
4567,566,1,0,1033639.672411202,196883.26786920222
4568,567,1,0,947811.3793881778,180267.08905447443
4569,568,1,0,955121.1785403107,214567.86484612728
4570,569,1,0,1017907.821874267,180186.00760550014
4571,570,1,0,1057585.4635423927,180624.46619418092
4572,571,1,0,1090633.9287512281,200552.39079647636
4573,572,1,0,1081618.3895108434,215437.02961522344
4574,573,1,0,1077053.341671078,195032.08874656225
4575,574,1,0,937175.6570732526,194047.6402324755
4576,575,1,0,926855.3206059311,213375.69309493393
4577,576,1,0,1013718.0698472057,189943.29558805583
4578,577,1,0,1063996.5139362456,198435.4214695358
4579,578,1,0,902175.8942417724,186131.8701244106
4580,579,1,0,984351.2520975809,183104.4543644516
4581,580,1,0,1028669.8985625171,187893.0544444952
4582,581,1,0,1018822.1879027244,180376.6947100334
4583,582,1,0,928960.1336845062,193037.25040497637
4584,583,1,0,917536.3923647117,219341.28783281194
4585,584,1,0,946403.4543056117,215947.40534409368
4586,585,1,0,1037273.6487165244,218342.64443017816
4587,586,1,0,1082099.1237925035,215146.4448038901
4588,587,1,0,1015554.6473408694,218585.69656134085
4589,588,1,0,936164.0165439309,198167.6898885953
4590,589,1,0,1056225.3008809416,199340.4739042997
4591,590,1,0,1098884.4783142358,209325.92999325955
4592,591,1,0,941271.0888807977,212455.8257661581
4593,592,1,0,1077492.369713005,201576.68651534495
4594,593,1,0,1098108.0378588182,201436.1387518994
4595,594,1,0,1054626.2056292836,192961.1454540561
4596,595,1,0,947765.9902305484,211350.41903220318
4597,596,1,0,938594.1115735412,191357.1948003185
4598,597,1,0,973643.0668536488,204980.2855693856
4599,598,1,0,968447.2572726434,192837.01056372272
4600,599,1,0,988612.8665237821,197991.2791931192
4601,600,1,0,904193.3540755704,192659.0554691487
4602,601,1,0,993932.5019413374,189419.55014655346
4603,602,1,0,995400.8297597688,202771.54619682842
4604,603,1,0,1067903.6743944092,210989.85300846797
4605,604,1,0,951325.6945459836,185148.93316356785
4606,605,1,0,900259.4100633881,195944.76083804877
4607,606,1,0,1071073.0039715928,186455.71583568203
4608,607,1,0,957343.9251660482,201728.10904900607
4609,608,1,0,1018763.6509028648,201889.04930046893
4610,609,1,0,900507.2454292661,210828.67087813673
4611,610,1,0,1080060.4895045233,190111.154571414
4612,611,1,0,926643.2503432115,210738.63265157255
4613,612,1,0,1046006.5394823188,211721.94982659197
4614,613,1,0,1083788.7957974512,181769.63178237752
4615,614,1,0,1007406.6458606225,211562.95477224622
4616,615,1,0,1000246.8050700768,202085.69158154196
4617,616,1,0,1013324.6246369763,180415.58212660943
4618,617,1,0,1080857.7069289817,188431.50704702918
4619,618,1,0,905091.619552623,205337.55723271475
4620,619,1,0,1012034.7987281135,185110.37083717572
4621,620,1,0,1099658.9392581417,195659.7980442377
4622,621,1,0,953198.8230906527,184047.8761455717
4623,622,1,0,1006907.4561483329,186571.02669038778
4624,623,1,0,929135.0849135631,209100.3259758256
4625,624,1,0,913372.1349740012,208526.07192336343
4626,625,1,0,913929.0509693939,195772.54284129318
4627,626,1,0,924987.7029838236,219386.3482792235
4628,627,1,0,947249.1370324277,194578.4889423406
4629,628,1,0,942266.2372026624,201755.3622411195
4630,629,1,0,1084453.6835357158,199306.34166755882
4631,630,1,0,1048426.6342075327,194195.54406311605
4632,631,1,0,956477.8503279445,183943.9706034734
4633,632,1,0,1093979.7667865106,195140.48809144812
4634,633,1,0,1074722.6014987214,204787.85767951567
4635,634,1,0,1035642.5023001432,198290.66673848339
4636,635,1,0,965449.1313955239,198947.60158195067
4637,636,1,0,1053276.0422631113,216483.7770808993
4638,637,1,0,999058.2400170458,201234.5078975695
4639,638,1,0,1046491.6313667767,218373.85582623686
4640,639,1,0,1031564.4926767158,214001.93144655562
4641,640,1,0,980823.6222845843,187179.47023616868
4642,641,1,0,1040942.9424978629,189802.5687222622
4643,642,1,0,1077166.8558566142,183148.94426726046
4644,643,1,0,995186.6714622048,197455.5316213294
4645,644,1,0,1072470.83549372,218751.4527124466
4646,645,1,0,1090725.2475496985,182197.1917947552
4647,646,1,0,1098153.2392890728,206718.66775130545
4648,647,1,0,950457.2457336849,195081.7574808321
4649,648,1,0,1077739.5303277906,216642.10634128994
4650,649,1,0,924377.8981774341,185732.61835350664
4651,650,1,0,908839.1023899157,195753.85818871204
4652,651,1,0,969027.1178888084,206908.59245321422
4653,652,1,0,932329.0097662696,211879.11518345386
4654,653,1,0,1016029.591235986,184440.33491371834
4655,654,1,0,1079370.514653249,213977.0692957949
4656,655,1,0,1050819.8275355822,199189.65502443787
4657,656,1,0,1022075.8667110117,187910.99922445999
4658,657,1,0,1051959.77793575,207757.7948491047
4659,658,1,0,1059782.3408781835,217515.84657439063
4660,659,1,0,1077773.5915511118,215816.16866967478
4661,660,1,0,985998.317105649,211543.93622314243
4662,661,1,0,1093915.734758989,190643.17081661595
4663,662,1,0,1053040.4138935427,189724.72490646498
4664,663,1,0,957063.1199910267,197107.3037612832
4665,664,1,0,988432.0092335894,208032.00527286335
4666,665,1,0,920948.0461947896,213665.02159974887
4667,666,1,0,927225.4606493567,181023.06239004683
4668,667,1,0,980639.1433016971,211002.41049903512
4669,668,1,0,969684.7336275678,214011.52526377264
4670,669,1,0,1032674.0069537996,208355.9685638273
4671,670,1,0,1003383.6882279896,203575.6231922799
4672,671,1,0,932759.1189168739,215499.95576851888
4673,672,1,0,985151.87845413,197555.76970198934
4674,673,1,0,1035694.4372227648,215535.75450039294
4675,674,1,0,1048808.961427209,197653.9113974865
4676,675,1,0,992475.5224385406,191134.22571840984
4677,676,1,0,911678.3965628563,217587.38436596503
4678,677,1,0,919924.5561655288,190821.03354449963
4679,678,1,0,1089489.6976521388,203111.00011827884
4680,679,1,0,1070613.961237225,207804.99402191764
4681,680,1,0,909280.6980053048,185992.83397740446
4682,681,1,0,923507.5925039966,199251.33757539056
4683,682,1,0,1063281.9252012542,208727.37483744085
4684,683,1,0,941427.8300089521,196672.25511739057
4685,684,1,0,1039659.7180242486,215775.4681175379
4686,685,1,0,1083224.8443378853,200185.3265107628
4687,686,1,0,983240.2572297385,206069.05580006272
4688,687,1,0,1032510.4842349247,218931.2806060489
4689,688,1,0,999610.9540240394,201504.57185728298
4690,689,1,0,991836.1746155411,208682.79803988864
4691,690,1,0,967047.2846302238,181426.49043750524
4692,691,1,0,1011231.167529075,191251.5273071281
4693,692,1,0,1049600.7240838076,186870.5710497143
4694,693,1,0,1069020.9722550819,210436.38913402433
4695,694,1,0,975318.9492016435,186889.97189620917
4696,695,1,0,1071035.9429674968,193667.8512132223
4697,696,1,0,920830.1563777388,200324.27833933063
4698,697,1,0,908063.9425653822,186431.87287625603
4699,698,1,0,926481.2692772268,199958.39616913974
4700,699,1,0,965647.2811128277,208987.03202542107
4701,700,1,0,921635.4494773984,192226.47767621969
4702,701,1,0,959739.5690367464,209891.57395947684
4703,702,1,0,1075954.9144201428,199708.59015329616
4704,703,1,0,1012335.4305437793,211875.90277117473
4705,704,1,0,1074241.909712438,210549.2000803086
4706,705,1,0,951799.3294796405,182918.7364882195
4707,706,1,0,942183.8692935209,204782.65448972626
4708,707,1,0,1009777.3932657333,200312.99019797277
4709,708,1,0,914636.3591501794,196434.78063897922
4710,709,1,0,905237.8461754867,206135.6079370646
4711,710,1,0,949174.0620623714,208281.98840967324
4712,711,1,0,1006449.5605817776,182166.95964542523
4713,712,1,0,927842.7563730618,216471.10020850805
4714,713,1,0,1075156.9778737533,212630.16575408625
4715,714,1,0,1014230.5404016238,194407.57172768732
4716,715,1,0,1091752.7891316384,216377.63201404415
4717,716,1,0,903405.4636032619,184842.64470346426
4718,717,1,0,1008609.8482700135,207621.0112518619
4719,718,1,0,992967.7125613426,187282.67202139745
4720,719,1,0,984056.1113404164,188214.47033706808
4721,720,1,0,1060840.1635411,201688.91339640997
4722,721,1,0,981770.5077384522,185666.64588810568
4723,722,1,0,1002887.6229724595,202655.6137587041
4724,723,1,0,1030620.9480514684,208222.20079266684
4725,724,1,0,908365.5513987296,195111.8874916979
4726,725,1,0,974407.5345053144,186819.66667280777
4727,726,1,0,964443.5848253528,181765.5123275916
4728,727,1,0,992428.647255851,200552.7668950621
4729,728,1,0,997840.5932609208,185679.36332843956
4730,729,1,0,921173.0031330478,210366.57481420296
4731,730,1,0,1049775.1078766289,191878.57478436345
4732,731,1,0,1036005.5908243146,217660.5994476709
4733,732,1,0,1067804.7804874887,191816.74271113885
4734,733,1,0,926646.0861431381,182049.1145955564
4735,734,1,0,1000745.6665602969,198301.45232289273
4736,735,1,0,1050227.6702319465,210734.1574317234
4737,736,1,0,913995.7502137644,218857.26606636844
4738,737,1,0,951582.8306950342,194964.09299721793
4739,738,1,0,1015257.4063114522,181531.30477916403
4740,739,1,0,1042576.8392621275,187687.99402631816
4741,740,1,0,1083399.813629179,189869.53550027116
4742,741,1,0,982661.5344763115,188973.00493889532
4743,742,1,0,1029219.8141844225,195092.10816288635
4744,743,1,0,947835.0291038303,213756.85374589008
4745,744,1,0,1040589.0226363703,198865.9470078845
4746,745,1,0,957187.0789805261,214891.72407094858
4747,746,1,0,983876.7630347731,198615.86929937793
4748,747,1,0,938398.6035161356,213356.81714224032
4749,748,1,0,1009981.0146768289,206275.90982430076
4750,749,1,0,983763.4459591765,180775.09533509918
4751,750,1,0,960102.3634965044,180826.88651072865
4752,751,1,0,905985.7075688312,219405.1373116436
4753,752,1,0,918949.3416162467,198039.87554588084
4754,753,1,0,1067743.8982132506,196862.01551093927
4755,754,1,0,949750.4600384438,196560.06322261933
4756,755,1,0,1064777.7733740038,181795.6569286975
4757,756,1,0,997755.5654176945,187740.23879389864
4758,757,1,0,912053.8658861154,211422.17910218055
4759,758,1,0,902896.5033346395,196598.31786475316
4760,759,1,0,1009100.5554961168,186915.34930905368
4761,760,1,0,1079891.3308710288,196347.2230969148
4762,761,1,0,936420.7594904884,204447.18297644902
4763,762,1,0,1027889.7383051389,195546.85705608007
4764,763,1,0,906293.6726484676,206465.83878902878
4765,764,1,0,947553.3261540261,185997.02364824212
4766,765,1,0,1064187.4280631205,200169.65635106212
4767,766,1,0,989585.9512612531,210193.68950098904
4768,767,1,0,994137.8421131842,204473.5939947576
4769,768,1,0,981248.1184177169,215500.89100639007
4770,769,1,0,1013113.1278407206,216100.44210345135
4771,770,1,0,1079765.913920055,210342.82925164004
4772,771,1,0,1009610.2575701597,206168.78379758194
4773,772,1,0,944416.9713008757,216765.09431198065
4774,773,1,0,1071947.184240679,211485.73148171598
4775,774,1,0,905096.2045839619,187781.0860632601
4776,775,1,0,1083339.4829825093,212362.1571332778
4777,776,1,0,1069231.9244820317,196182.78002137024
4778,777,1,0,951274.9460770467,215627.9126550253
4779,778,1,0,974591.0647507077,191954.8231243567
4780,779,1,0,960172.4626349917,215297.2955395594
4781,780,1,0,935386.0107268741,213318.29358138895
4782,781,1,0,995513.546570593,190445.74973911175
4783,782,1,0,1016846.2474318217,191159.65944228208
4784,783,1,0,1002977.7356622132,204547.03288674649
4785,784,1,0,1016604.7651531323,212649.4907651936
4786,785,1,0,1023753.3604169127,188825.58010473827
4787,786,1,0,958978.626353458,196087.10927330994
4788,787,1,0,1053897.467293237,216167.297771603
4789,788,1,0,904906.4710998483,219736.72592447943
4790,789,1,0,998292.4048140723,185269.7607222819
4791,790,1,0,1013088.3377739368,198341.3338904213
4792,791,1,0,909864.3087112549,203104.97168115262
4793,792,1,0,1086314.2326140846,198905.22472145967
4794,793,1,0,945840.5347474252,206837.6188006985
4795,794,1,0,953525.0976554338,216607.64182049484
4796,795,1,0,995409.1217055081,211382.17952164635
4797,796,1,0,909827.5109538882,209299.55442122679
4798,797,1,0,929595.2238092318,188708.71492990328
4799,798,1,0,1072261.6780142358,184957.0057457507
4800,799,1,0,958942.1442874946,194796.28933431898
4801,800,1,0,1082002.1136096923,185715.58554321947
4802,801,1,0,1023386.9940837603,188116.3105532786
4803,802,1,0,957761.7893100996,197802.40149735304
4804,803,1,0,1009445.3154737836,187014.94547304534
4805,804,1,0,1019104.3914211732,204289.77540980568
4806,805,1,0,981707.0550793669,188028.80560992533
4807,806,1,0,966785.455272626,183921.46366644697
4808,807,1,0,1048967.550780716,180584.69200023016
4809,808,1,0,966358.1669579698,216973.6204864463
4810,809,1,0,937503.8633460039,200940.6217573837
4811,810,1,0,929848.9979244722,217990.736192785
4812,811,1,0,1064115.8944592876,192505.01899433116
4813,812,1,0,1050389.1715294926,202694.08979754485
4814,813,1,0,944330.4559268586,185375.48582321097
4815,814,1,0,949848.9501904694,205159.6237757583
4816,815,1,0,1090954.9914801626,211075.0118256747
4817,816,1,0,1080692.1741046545,187763.1382930894
4818,817,1,0,1082917.8756883787,183387.27916049887
4819,818,1,0,1088837.3762120812,185648.6261623273
4820,819,1,0,972305.9791633086,193822.21707429443
4821,820,1,0,965971.4041122504,209464.61854545234
4822,821,1,0,1067894.3968338943,202818.93516890204
4823,822,1,0,1009215.0097139183,190452.31785981992
4824,823,1,0,1080665.0151338018,202591.09358260842
4825,824,1,0,982262.4502431793,202379.97097066042
4826,825,1,0,920893.3394899596,184457.3718175887
4827,826,1,0,1085457.0583223456,188742.22954537798
4828,827,1,0,954056.2290375244,202289.68951277522
4829,828,1,0,997372.3938192484,202229.31338074006
4830,829,1,0,973085.8270079937,196208.61063326075
4831,830,1,0,933759.7746964192,199880.68472579107
4832,831,1,0,984591.2236527017,217603.3498375575
4833,832,1,0,925957.4462004085,204629.61721730855
4834,833,1,0,1093305.2096673457,183918.47096101058
4835,834,1,0,1044223.7057840098,214620.6414305003
4836,835,1,0,966446.5963196649,202774.53711007017
4837,836,1,0,917926.026905367,193482.26593749126
4838,837,1,0,949766.2897021011,207414.72111549185
4839,838,1,0,911137.5554216115,199329.1598747695
4840,839,1,0,1010769.1681469122,217250.18518646454
4841,840,1,0,1084224.437979738,180263.72269210612
4842,841,1,0,1016206.2069904855,195991.52846044357
4843,842,1,0,1007251.2247988303,205984.0024992484
4844,843,1,0,954875.3466929981,210446.0299855376
4845,844,1,0,1084103.901730406,215551.44306250438
4846,845,1,0,1051068.568026349,200978.26336550777
4847,846,1,0,997038.5060308004,209799.94547432734
4848,847,1,0,1054546.0231990323,180484.77595953387
4849,848,1,0,907565.5690449043,199102.40387287491
4850,849,1,0,1073271.2798949268,188600.2541958942
4851,850,1,0,928715.3528485409,217326.4900612067
4852,851,1,0,1078222.468096899,190746.9710178186
4853,852,1,0,1068056.9980714424,210280.4054281602
4854,853,1,0,1099078.20839833,186534.97481414888
4855,854,1,0,1079478.7245199534,182279.2141557972
4856,855,1,0,1034612.9292964501,206766.31219557143
4857,856,1,0,1083138.789887752,189115.02095467987
4858,857,1,0,934326.4809428737,200540.45593399738
4859,858,1,0,1090514.34841684,191154.64077955892
4860,859,1,0,1059332.990936256,192797.68609702183
4861,860,1,0,951024.3662817653,207364.22827169867
4862,861,1,0,1054281.198816887,180522.5341598757
4863,862,1,0,1016720.1715702778,201236.12879348584
4864,863,1,0,977801.4598166293,211412.7092068494
4865,864,1,0,971184.1458683831,201761.12375669382
4866,865,1,0,985571.6449399905,197922.06799972444
4867,866,1,0,997123.510381434,186247.241692692
4868,867,1,0,1060691.776854187,191623.69614377874
4869,868,1,0,1003259.159824802,190922.73117995702
4870,869,1,0,1071856.6702219294,213267.48128343507
4871,870,1,0,1090123.9574426597,194570.5645696547
4872,871,1,0,1077390.727571517,214354.29788783233
4873,872,1,0,1014760.8616833573,185902.9778284523
4874,873,1,0,1040829.7075233705,217791.51436132533
4875,874,1,0,1063861.017033923,183061.24242517533
4876,875,1,0,904504.6932368324,198425.43651417445
4877,876,1,0,1082601.7452786725,208894.51177647302
4878,877,1,0,1099877.116621136,205091.94401074603
4879,878,1,0,1076445.9964256822,212481.00156202554
4880,879,1,0,1007721.7820816442,183618.02181103162
4881,880,1,0,926166.608320226,212619.2765378595
4882,881,1,0,973874.7780918018,204105.6386919517
4883,882,1,0,958342.3255129631,215661.16938951655
4884,883,1,0,1083199.2740798348,218228.21362706786
4885,884,1,0,1085727.3509969255,202560.68096599824
4886,885,1,0,1020375.9796277818,218489.90769830055
4887,886,1,0,974526.9181022418,205233.4793466497
4888,887,1,0,987943.6564058785,193788.8707564661
4889,888,1,0,1085888.4519730571,202785.76663601457
4890,889,1,0,993021.2225799583,182165.1538840701
4891,890,1,0,931097.7464747698,201629.73827056107
4892,891,1,0,1098923.6641230984,198377.4583501866
4893,892,1,0,1025038.3206169766,214067.69715209975
4894,893,1,0,1083679.4213531727,194645.20287080898
4895,894,1,0,932718.7578153982,218852.11907062144
4896,895,1,0,1005497.9389545635,215431.1704723956
4897,896,1,0,959701.2358040619,183546.53626779458
4898,897,1,0,1075680.430319522,196662.53528104784
4899,898,1,0,988115.5139317372,219341.54171397694
4900,899,1,0,981768.537129309,202947.18404365075
4901,900,1,0,1047458.2283468561,189007.9374611475
4902,901,1,0,953939.5841653672,209553.01547689777
4903,902,1,0,1061428.9570225289,188023.85837268675
4904,903,1,0,961747.8226657995,180348.85189646276
4905,904,1,0,976966.5424904581,216044.59702671773
4906,905,1,0,980268.0932068347,210360.59679762414
4907,906,1,0,911477.4097616877,203515.789898589
4908,907,1,0,1090808.7827985266,219375.36152675934
4909,908,1,0,1015680.7764617169,180572.7578445899
4910,909,1,0,1067979.1285949394,209388.60742449816
4911,910,1,0,904936.2365477523,210266.4754666697
4912,911,1,0,1043899.6667208837,183863.7117698063
4913,912,1,0,1007275.4492322331,201955.0390991847
4914,913,1,0,1078970.992921959,197724.88957738245
4915,914,1,0,1011831.5120032171,202037.8576507619
4916,915,1,0,1003875.1873157945,214126.3392840578
4917,916,1,0,1089325.8639144462,216596.8795448089
4918,917,1,0,939290.3287105893,214719.9939987317
4919,918,1,0,963550.9641020966,180512.46008666372
4920,919,1,0,1006624.8556974409,183770.9264174163
4921,920,1,0,999861.6478958237,209591.0170612355
4922,921,1,0,1069155.0162355315,192912.53483127116
4923,922,1,0,1067760.7717762927,182285.20594221746
4924,923,1,0,1023124.28701158,193982.78975234734
4925,924,1,0,1009750.4087204641,187677.91169386558
4926,925,1,0,946247.0356085561,213455.42888190664
4927,926,1,0,1059518.7667916848,214173.07550555145
4928,927,1,0,995677.5939002031,206485.26277130842
4929,928,1,0,991638.3250790839,189964.96630834008
4930,929,1,0,901239.5424112676,216792.2702299502
4931,930,1,0,1039420.6975456025,211273.2719275647
4932,931,1,0,914822.7093613007,215316.41733222315
4933,932,1,0,929346.9198999875,213721.64343927943
4934,933,1,0,1052944.0521970962,209552.72838190867
4935,934,1,0,1037439.5362173714,188100.06842891104
4936,935,1,0,1031558.1896005743,184343.61361745142
4937,936,1,0,1071923.490903867,188014.82882706198
4938,937,1,0,987921.0662323325,216241.77993650586
4939,938,1,0,1059085.4663150779,181524.88997107194
4940,939,1,0,997701.2333937275,201005.8455125346
4941,940,1,0,1067056.6405695241,203878.60850124352
4942,941,1,0,913184.8907390644,196789.23377320528
4943,942,1,0,1032040.0745474432,219521.37773078633
4944,943,1,0,976816.8602969642,219383.7304225422
4945,944,1,0,1009772.1705007077,198550.1620609862
4946,945,1,0,983086.8015653449,203173.57842201545
4947,946,1,0,985707.3064063443,195339.0237433119
4948,947,1,0,1095633.7991697835,199780.33343648096
4949,948,1,0,1056037.7317778321,200251.9345467541
4950,949,1,0,946386.3138515181,217934.72245470213
4951,950,1,0,1076261.3985857575,185677.33580674068
4952,951,1,0,1076996.4635412644,187880.5588466578
4953,952,1,0,1013722.6659150178,217240.60970786575
4954,953,1,0,1012898.6341543555,188465.14028175952
4955,954,1,0,952990.7904189415,207142.83048246117
4956,955,1,0,1049407.9297612591,203670.08942606096
4957,956,1,0,956285.1567710146,187470.83210742162
4958,957,1,0,1030929.3246407572,189173.25015261554
4959,958,1,0,932555.7925346195,185245.6510320105
4960,959,1,0,1047768.9151763616,208476.46243812182
4961,960,1,0,1085494.902203151,190468.50408020214
4962,961,1,0,1017890.9167131433,216784.65184524728
4963,962,1,0,944701.1030913448,198158.7571997587
4964,963,1,0,1093163.5206327233,218195.2956206914
4965,964,1,0,1002317.2299110943,197946.754809923
4966,965,1,0,1088965.3722600336,203978.2653065649
4967,966,1,0,949388.2661398149,200693.06781630815
4968,967,1,0,1014510.6051215129,202091.67398447404
4969,968,1,0,981135.8484151888,185856.81927286697
4970,969,1,0,1073611.245210429,184493.1220882673
4971,970,1,0,927893.6315549313,185969.92672738517
4972,971,1,0,907882.1010911311,214309.27398668334
4973,972,1,0,1078341.6781991061,184902.54448986263
4974,973,1,0,992313.750441183,195727.38510335458
4975,974,1,0,925230.7771601124,214575.70644042428
4976,975,1,0,1072813.4936652286,209632.73454887536
4977,976,1,0,933313.1605128876,190545.18570316382
4978,977,1,0,938460.8448233614,213298.74224953612
4979,978,1,0,993523.7199564663,186017.8493432788
4980,979,1,0,902019.034953013,191140.42448491685
4981,980,1,0,1094826.1118976614,181267.6346198662
4982,981,1,0,1082290.3053999885,182317.6168025082
4983,982,1,0,1034354.0496149128,193987.8772000871
4984,983,1,0,991099.6855600511,188845.55207109
4985,984,1,0,967705.1719342894,192324.24547004822
4986,985,1,0,1041780.0549150332,214850.1432593113
4987,986,1,0,981863.3166657498,212648.84409143304
4988,987,1,0,902309.848127841,211507.90693009546
4989,988,1,0,1005190.7617919984,213349.15619525444
4990,989,1,0,944808.1256354281,195069.7158102789
4991,990,1,0,1039541.7160875883,213936.81568261344
4992,991,1,0,995663.3148251226,213854.4015553424
4993,992,1,0,1009663.8675740366,219654.84104240686
4994,993,1,0,1080942.2347334311,195425.11629668708
4995,994,1,0,1091096.526463942,210613.67258393005
4996,995,1,0,1005100.5439727849,219641.72810383156
4997,996,1,0,1038996.6657440602,187784.27569959968
4998,997,1,0,922807.3517732123,190484.63056965044
4999,998,1,0,1047100.4466923195,202017.87279821502
5000,999,1,0,979430.2667077631,210337.1808285231
5001,1000,1,0,904757.4854940774,212543.00319804918
5002,1001,1,0,1049653.59625794,187208.1082926516
5003,1002,1,0,977804.6289064966,181504.0072625925
5004,1003,1,0,902357.5478361448,219850.7148653938
5005,1004,1,0,997639.3316110874,194880.9905588768
5006,1005,1,0,939234.4189127957,212287.68980354187
5007,1006,1,0,1041150.5439060295,180062.24791718528
5008,1007,1,0,1054245.3346080473,184459.3098060284
5009,1008,1,0,1089726.5360368066,193309.44335822025
5010,1009,1,0,990220.5550653023,180199.23622695013
5011,1010,1,0,1064878.5376888944,192326.7301692095
5012,1011,1,0,1011289.3752338894,217064.031882387
5013,1012,1,0,931244.4766431127,214693.1845172369
5014,1013,1,0,1000047.7861685111,216978.24696226485
5015,1014,1,0,1064471.0100372853,197719.20122636357
5016,1015,1,0,917742.3541429488,181207.898195281
5017,1016,1,0,1074846.1619668154,198971.39669833478
5018,1017,1,0,1032738.9815855504,215265.9365683541
5019,1018,1,0,960931.7982969395,215830.52073565393
5020,1019,1,0,905506.4878855377,191197.0271493653
5021,1020,1,0,1062353.2790199248,214128.8127329459
5022,1021,1,0,1088967.0790715173,192120.45089855613
5023,1022,1,0,1056047.1171232273,219405.2121059534
5024,1023,1,0,1005401.2030223509,190103.85158552087
5025,1024,1,0,907792.4630794364,210386.12251135235
5026,1025,1,0,927769.0768876934,195477.7042572385
5027,1026,1,0,961855.5763306508,196674.0269181461
5028,1027,1,0,1081199.7989865127,197037.9104488745
5029,1028,1,0,1082548.8625247246,212216.03438802855
5030,1029,1,0,957675.6664137009,192723.5607620533
5031,1030,1,0,973968.8449202852,204225.88766480406
5032,1031,1,0,1034812.5034282623,218889.19342824814
5033,1032,1,0,1085303.2126994124,204474.86885702802
5034,1033,1,0,909247.7558998222,201812.30481570808
5035,1034,1,0,980728.0442545553,201791.14901727662
5036,1035,1,0,908035.2746519834,219830.48829708708
5037,1036,1,0,911391.6740839202,190907.19737333173
5038,1037,1,0,914424.8057875995,201904.44424017082
5039,1038,1,0,970363.6593108313,195011.99371410866
5040,1039,1,0,1057833.5041715878,216160.80462277276
5041,1040,1,0,933139.3966231729,191159.0776023983
5042,1041,1,0,994545.724039317,184515.26680567954
5043,1042,1,0,977307.6164103206,192083.52182459537
5044,1043,1,0,1084395.2674066867,187941.36481741993
5045,1044,1,0,1044242.2796146761,188635.72835013823
5046,1045,1,0,1025131.6757524118,203279.62912561922
5047,1046,1,0,991744.8585419018,212676.2920872771
5048,1047,1,0,944543.4388756381,199091.20896099627
5049,1048,1,0,1096483.5202846383,187330.47157152937
5050,1049,1,0,1009086.4909680743,191724.23133233888
5051,1050,1,0,924761.2119002169,214063.7192357017
5052,1051,1,0,1015535.7683143264,203153.17054041184
5053,1052,1,0,1009066.9474529355,187378.724272807
5054,1053,1,0,1013726.633117235,183655.56057741662
5055,1054,1,0,1036528.3740839595,182058.28672238102
5056,1055,1,0,937830.2233943378,191768.7118837666
5057,1056,1,0,955786.2435319758,212484.0915584129
5058,1057,1,0,957550.1289203499,182958.31608487523
5059,1058,1,0,913596.5387169786,185976.54077539753
5060,1059,1,0,978838.3800924848,187872.56934944144
5061,1060,1,0,947004.4718974996,187359.0262198131
5062,1061,1,0,959747.0794429042,200194.34914492414
5063,1062,1,0,1094269.414336853,211679.61767505133
5064,1063,1,0,934504.1406920309,212114.02761643333
5065,1064,1,0,1042018.6059794973,216231.9363959365
5066,1065,1,0,986941.3467048847,214683.94730255823
5067,1066,1,0,1039618.0505055472,190923.70304451772
5068,1067,1,0,977955.2296979559,213539.14358641877
5069,1068,1,0,1061542.4559617245,189820.23890873615
5070,1069,1,0,1067254.778123223,217830.28287814462
5071,1070,1,0,1075553.8917254969,195251.52110851964
5072,1071,1,0,1008232.3591159082,213838.42569205997
5073,1072,1,0,1043280.085508914,208364.19760512633
5074,1073,1,0,957050.2922208491,204432.07559762703
5075,1074,1,0,910892.2231497895,191885.8959824724
5076,1075,1,0,940557.7732381296,195480.58297187378
5077,1076,1,0,1047645.9172495756,190421.64511091934
5078,1077,1,0,935783.0182621952,213681.42701289634
5079,1078,1,0,1083019.5927892807,197848.6638531789
5080,1079,1,0,948899.5543711686,190094.63607209685
5081,1080,1,0,983235.977548063,212097.71750277776
5082,1081,1,0,1012296.3361674002,203093.4378743783
5083,1082,1,0,1095631.4631275574,183107.00787447824
5084,1083,1,0,995002.6786621778,199176.09180462325
5085,1084,1,0,1010794.7951537548,186717.60949451447
5086,1085,1,0,933784.4296798037,196617.94243803254
5087,1086,1,0,1021243.4512582953,192112.1010013638
5088,1087,1,0,999503.8408232864,219470.29097327602
5089,1088,1,0,906086.2034779654,198634.69143302005
5090,1089,1,0,994780.9394685172,207672.25554882182
5091,1090,1,0,953280.0230574833,211997.3626987724
5092,1091,1,0,980198.6840052971,183806.49570475303
5093,1092,1,0,1026012.0998123918,181055.7257759804
5094,1093,1,0,1043360.4387256831,180485.6119104223
5095,1094,1,0,1019334.0404719585,214835.67917947442
5096,1095,1,0,1039681.6854523887,204973.75018956076
5097,1096,1,0,986358.2250574687,193447.82067627032
5098,1097,1,0,974059.104188836,195001.0567992698
5099,1098,1,0,1005976.7258859205,185733.20324268084
